jurisdiction,formNumber,formName,formNameLooksMisextracted,remediationLane,remediationLaneName,activeTrackStatus,affectedTrackIds,trackBindingStatus,candidateRegistryFormId,candidateRegistryTrackIds,routeKinds,rendererKind,packetCapable,participantTreatment,sellable,publicPacketRoute,checkoutSuppressed,paymentSuppressed,packetCreditConsumed,officialSourceUrl,sourcePublisher,sourceRetrievalDate,sourceRevision,sourceSha256,sourceBinaryPresentInClone,sourceBinaryPathInClone,currentnessStatus,missingBinary,structuralClass,interactiveFieldCount,anyFinalizedArtifact,activeContentVerdict,contactSheetShowsAFill,defectCategories,severity,releaseRisk,owner,independentReviewStatus,disposition,dispositionMeaning,acquisitionPriority,acquisitionRule,rootCauseIds,systemicRootCauseIds,familySpecificRootCauseIds,packetCapableTreatment,servedByGuidanceOrDeferral,certifiableArtifacts,labelsAwaitingAPlacementDecision,exactBlocker,exactNextAction,releaseStatus
AR,AR-ACIC-ORDER-TO-SEAL-NOLLE-PROSEQUI-DISMISSAL-ACQUITTAL-OR-NO-CHA,"Order to Seal Records of Nolle Prosequi, Dismissals, Judgments of Acquittal, and Charges Not Filed",false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,acroform_fill,false,,false,false,true,true,false,,,,REV-2023-10-25,4ca0a57a56f7662dd6590e9bfbbe7b96fcf2d39df8ca84253c53e9bd0f07605a,false,,source_or_currentness_gate_open,false,acroform,33,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence stale_or_superseded unfinalized_rendered_artifact,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-S-STALE-OR-SUPERSEDED RC-V-CLIPPING,false,false,false,0,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-ORDER-TO-SEAL-NOLLE-PROSEQUI-DISMISSAL-ACQUITTAL-OR-NO-CHA and record the decision. It blocks nothing in the meantime.",HELD
AR,AR-ACIC-ORDER-TO-SEAL-RECORDS-OF-PARDONED-OFFENDER-OR-YOUTHFUL-FEL,Order to Seal Records of a Pardoned Offender or Pardoned Youthful Felony Offender,false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,flat_overlay,false,,false,false,true,true,false,,,,REV-2022-03-07,741fda999c348d763848b98053f93e8c28d25dcc1ba5e8438e98b1bdf555ae6e,false,,source_or_currentness_gate_open,false,flat_pdf,0,false,unprovable: object streams hide objects from the residue scan,true,clipped_overlapping_or_misplaced flat_overlay_geometry_or_readback held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence stale_or_superseded unfinalized_rendered_artifact,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FACTORY-PROVENANCE RC-T-FLAT-GEOMETRY RC-T-OBJECT-STREAMS RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF,RC-S-STALE-OR-SUPERSEDED RC-T-FLAT-GEOMETRY RC-V-CLIPPING,false,false,false,0,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-ORDER-TO-SEAL-RECORDS-OF-PARDONED-OFFENDER-OR-YOUTHFUL-FEL and record the decision. It blocks nothing in the meantime.",HELD
AR,AR-ACIC-ORDER-TO-SEAL-UNDER-COMMUNITY-PUNISHMENT-ACT-531-AND-ACT-1,Order to Seal Pursuant to Act 531 of 1993 and Act 1460 of 2013,false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,acroform_fill,false,,false,false,true,true,false,,,,REV-2014-08-25,edd3eb10e5b3830afa417f4165611489a32c1f43d2dde3203855bdbe3b0b19da,false,,source_or_currentness_gate_open,false,acroform,38,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence stale_or_superseded unfinalized_rendered_artifact,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-S-STALE-OR-SUPERSEDED RC-V-CLIPPING,false,false,false,0,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-ORDER-TO-SEAL-UNDER-COMMUNITY-PUNISHMENT-ACT-531-AND-ACT-1 and record the decision. It blocks nothing in the meantime.",HELD
AR,AR-ACIC-PETITION-TO-DISMISS-AND-SEAL-POST-ADJUDICATION-DRUG-COURT,Petition to Dismiss and Seal Offense in Post-Adjudication Drug Court Proceeding,false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,acroform_fill,false,,false,false,true,true,false,,,,REV-2014-01-01,99657d0eac1f5ea51814f4c663b483749228a06412ba1e9dd1805aeac4826e39,false,,source_or_currentness_gate_open,false,acroform,47,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence stale_or_superseded unfinalized_rendered_artifact,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-S-STALE-OR-SUPERSEDED RC-V-CLIPPING,false,false,false,0,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-PETITION-TO-DISMISS-AND-SEAL-POST-ADJUDICATION-DRUG-COURT and record the decision. It blocks nothing in the meantime.",HELD
AR,AR-ACIC-PETITION-TO-DISMISS-AND-SEAL-PRE-ADJUDICATION-DRUG-COURT-O,Petition to Dismiss and Seal Offense in Pre-Adjudication Drug Court Proceeding,false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,acroform_fill,false,,false,false,true,true,false,,,,REV-2014-08-25,7b9426041a2bf7b14ee871847999ecb83d5818829abb39eb9711a411ff70ba42,false,,source_or_currentness_gate_open,false,acroform,48,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence stale_or_superseded unfinalized_rendered_artifact,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-S-STALE-OR-SUPERSEDED RC-V-CLIPPING,false,false,false,0,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-PETITION-TO-DISMISS-AND-SEAL-PRE-ADJUDICATION-DRUG-COURT-O and record the decision. It blocks nothing in the meantime.",HELD
AR,AR-ACIC-PETITION-TO-DISMISS-AND-SEAL-VETERANS-TREATMENT-SPECIALTY,Petition to Dismiss and Seal Offense in Veterans Treatment Specialty Court Proceeding,false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,flat_overlay,false,,false,false,true,true,false,,,,REV-2021-07-27,2a60285e2fc0d5c7f765df93143f65edf302dc8f28429a1050d329b3f48ff0a0,false,,source_or_currentness_gate_open,false,flat_pdf,0,false,unprovable: object streams hide objects from the residue scan,true,clipped_overlapping_or_misplaced flat_overlay_geometry_or_readback held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence stale_or_superseded unfinalized_rendered_artifact,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FACTORY-PROVENANCE RC-T-FLAT-GEOMETRY RC-T-OBJECT-STREAMS RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF,RC-S-STALE-OR-SUPERSEDED RC-T-FLAT-GEOMETRY RC-V-CLIPPING,false,false,false,1,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-PETITION-TO-DISMISS-AND-SEAL-VETERANS-TREATMENT-SPECIALTY and record the decision. It blocks nothing in the meantime.",HELD
AR,AR-ACIC-PETITION-TO-SEAL-ARREST-UNDER-ACT-1460,Petition to Seal Arrest Under Act 1460 of 2013,false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,acroform_fill,false,,false,false,true,true,false,,,,REV-2014-08-25,f77e17b669bd6e01cc3818329181bb378dd774b1facd9a15c4083d37d380194c,false,,source_or_currentness_gate_open,false,acroform,37,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence stale_or_superseded unfinalized_rendered_artifact,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-S-STALE-OR-SUPERSEDED RC-V-CLIPPING,false,false,false,0,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-PETITION-TO-SEAL-ARREST-UNDER-ACT-1460 and record the decision. It blocks nothing in the meantime.",HELD
AR,AR-ACIC-PETITION-TO-SEAL-CONTROLLED-OR-COUNTERFEIT-SUBSTANCE-POSSE,Petition to Seal Conviction for Possession of Controlled or Counterfeit Substance,false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,acroform_fill,false,,false,false,true,true,false,,,,REV-2015-04-01,015c7246ffd5ad1512d55234708d885db3dd6d5eebb937c049aca8fe4f818029,false,,source_or_currentness_gate_open,false,acroform,41,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence stale_or_superseded unfinalized_rendered_artifact,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-S-STALE-OR-SUPERSEDED RC-V-CLIPPING,false,false,false,0,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-PETITION-TO-SEAL-CONTROLLED-OR-COUNTERFEIT-SUBSTANCE-POSSE and record the decision. It blocks nothing in the meantime.",HELD
AR,AR-ACIC-PETITION-TO-SEAL-FELONY-UNDER-ACT-1460,Petition to Seal Felony Under Act 1460 of 2013,false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,acroform_fill,false,,false,false,true,true,false,,,,REV-2021-07-21,6065fe0248e9022c866ac2506c02df35b533439f6d15fc40843b709eea375d9b,false,,source_or_currentness_gate_open,false,acroform,53,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence stale_or_superseded unfinalized_rendered_artifact,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-S-STALE-OR-SUPERSEDED RC-V-CLIPPING,false,false,false,0,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-PETITION-TO-SEAL-FELONY-UNDER-ACT-1460 and record the decision. It blocks nothing in the meantime.",HELD
AR,AR-ACIC-PETITION-TO-SEAL-MISDEMEANOR-DWI-OR-BWI-CONVICTION,Petition to Seal a Misdemeanor Conviction for Driving or Boating While Intoxicated,false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,flat_overlay,false,,false,false,true,true,false,,,,REV-2021-07-27,04d876b09fe82b76298a2d06093d122a0ef539f767f76811001030cc7805715d,false,,source_or_currentness_gate_open,false,flat_pdf,0,false,unprovable: object streams hide objects from the residue scan,true,clipped_overlapping_or_misplaced flat_overlay_geometry_or_readback held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence stale_or_superseded unfinalized_rendered_artifact,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FACTORY-PROVENANCE RC-T-FLAT-GEOMETRY RC-T-OBJECT-STREAMS RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF,RC-S-STALE-OR-SUPERSEDED RC-T-FLAT-GEOMETRY RC-V-CLIPPING,false,false,false,1,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-PETITION-TO-SEAL-MISDEMEANOR-DWI-OR-BWI-CONVICTION and record the decision. It blocks nothing in the meantime.",HELD
AR,AR-ACIC-PETITION-TO-SEAL-NOLLE-PROSEQUI-DISMISSAL-ACQUITTAL-OR-NO,"Petition to Seal Records of Nolle Prosequi, Dismissals, Judgments of Acquittal, and Charges Not Filed",false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,acroform_fill,false,,false,false,true,true,false,,,,REV-2020-04-22,09f323174881934239734e3a418eb4fec0b4bd0f7e199e8698c3af95a659fa61,false,,source_or_currentness_gate_open,false,acroform,45,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence stale_or_superseded unfinalized_rendered_artifact,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-S-STALE-OR-SUPERSEDED RC-V-CLIPPING,false,false,false,0,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-PETITION-TO-SEAL-NOLLE-PROSEQUI-DISMISSAL-ACQUITTAL-OR-NO and record the decision. It blocks nothing in the meantime.",HELD
AR,AR-ACIC-PETITION-TO-SEAL-RECORDS-OF-PARDONED-OFFENDER-OR-YOUTHFUL,Petition to Seal Records of a Pardoned Offender or Pardoned Youthful Felony Offender,false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,flat_overlay,false,,false,false,true,true,false,,,,REV-2022-03-08,59ba1407a5a6c2b8c327a9ca549b379ab88d65105ade1c7e69110d8c1ac6c5d0,false,,source_or_currentness_gate_open,false,flat_pdf,0,false,no rendered artifact to judge,,flat_overlay_geometry_or_readback held_on_source_or_design multi_widget_ambiguity never_independently_approved stale_contact_sheet_manifest_or_review_evidence stale_or_superseded,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FLAT-GEOMETRY RC-T-NO-DERIVABLE-WRITE-BOX RC-V-NO-SHEET-PRODUCED,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-V-NO-SHEET-PRODUCED,RC-S-STALE-OR-SUPERSEDED RC-T-FLAT-GEOMETRY RC-T-NO-DERIVABLE-WRITE-BOX,false,false,false,0,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-PETITION-TO-SEAL-RECORDS-OF-PARDONED-OFFENDER-OR-YOUTHFUL and record the decision. It blocks nothing in the meantime.",HELD
AR,AR-ACIC-PETITION-TO-SEAL-UNDER-COMMUNITY-PUNISHMENT-ACT-531-AND-AC,Petition to Seal Pursuant to Act 531 of 1993 and Act 1460 of 2013,false,E,orphaned_or_optional_asset,orphaned_or_optional,,no_track_binding_established,,,,acroform_fill,false,,false,false,true,true,false,,,,REV-2014-08-25,cca9d9454b565d36930a95ac6337d370f6506f8780e9d98cbfc8f99343e0a356,false,,source_or_currentness_gate_open,false,acroform,44,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence stale_or_superseded unfinalized_rendered_artifact,low,none,RCAP inventory owner,never_independently_reviewed,archive_candidate,"Source-gated: retained for provenance, never runtime-selectable.",4,do_not_acquire_without_a_named_current_use,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-STALE-OR-SUPERSEDED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-S-STALE-OR-SUPERSEDED RC-V-CLIPPING,false,false,false,0,"Nothing is blocked. No active launch track's packet set requires this asset, so it is inventory rather than pending work.","Decide retain, archive or retire for AR AR-ACIC-PETITION-TO-SEAL-UNDER-COMMUNITY-PUNISHMENT-ACT-531-AND-AC and record the decision. It blocks nothing in the meantime.",HELD
